@fold Actual FTE Flashproxy Meek Obfs3 scramblesuit
Flashproxy 0.0 1.0 0.0 0.0 0.0
Flashproxy 0.0 1.0 0.0 0.0 0.0
Flashproxy 0.0 1.0 0.0 0.0 0.0
Meek 0.02 0.01 0.97 0.0 0.0
FTE 1.0 0.0 0.0 0.0 0.0
Meek 0.0 0.0 1.0 0.0 0.0
Flashproxy 0.0 1.0 0.0 0.0 0.0
Flashproxy 0.0 1.0 0.0 0.0 0.0
Meek 0.02 0.0 0.98 0.0 0.0
Obfs3 0.0 0.01 0.0 0.99 0.0
Flashproxy 0.0 1.0 0.0 0.0 0.0
Flashproxy 0.08 0.81 0.07 0.0 0.04
Flashproxy 0.0 1.0 0.0 0.0 0.0
Flashproxy 0.0 1.0 0.0 0.0 0.0
FTE 1.0 0.0 0.0 0.0 0.0
Flashproxy 0.0 1.0 0.0 0.0 0.0
FTE 0.84 0.07 0.09 0.0 0.0
Flashproxy 0.0 1.0 0.0 0.0 0.0
Flashproxy 0.0 1.0 0.0 0.0 0.0
Flashproxy 0.0 1.0 0.0 0.0 0.0
FTE 0.91 0.01 0.03 0.0 0.05
FTE 0.41 0.12 0.01 0.05 0.41
Flashproxy 0.01 0.99 0.0 0.0 0.0
FTE 0.99 0.0 0.01 0.0 0.0
FTE 0.94 0.03 0.03 0.0 0.0
FTE 1.0 0.0 0.0 0.0 0.0
Flashproxy 0.0 0.99 0.0 0.0 0.01
scramblesuit 0.21 0.1 0.05 0.0 0.64
FTE 1.0 0.0 0.0 0.0 0.0
scramblesuit 0.24 0.02 0.03 0.0 0.71
Flashproxy 0.0 1.0 0.0 0.0 0.0
Flashproxy 0.09 0.85 0.06 0.0 0.0
Flashproxy 0.18 0.79 0.02 0.0 0.01
Flashproxy 0.0 1.0 0.0 0.0 0.0
Flashproxy 0.33 0.62 0.04 0.0 0.01
FTE 1.0 0.0 0.0 0.0 0.0
Meek 0.04 0.06 0.9 0.0 0.0
Flashproxy 0.0 1.0 0.0 0.0 0.0
FTE 1.0 0.0 0.0 0.0 0.0
Meek 0.02 0.9 0.03 0.0 0.05
Flashproxy 0.0 0.94 0.06 0.0 0.0
Meek 0.03 0.23 0.72 0.02 0.0
Obfs3 0.0 0.0 0.0 1.0 0.0
FTE 0.92 0.08 0.0 0.0 0.0
FTE 1.0 0.0 0.0 0.0 0.0
Flashproxy 0.0 1.0 0.0 0.0 0.0
Obfs3 0.0 0.02 0.0 0.94 0.04
Flashproxy 0.01 0.97 0.0 0.0 0.02
