@fold Actual Eepsites_App80BW I2PSNARK_App80BW IRC_App80BW
I2PSNARK_App80BW 0.63 0.32 0.05
I2PSNARK_App80BW 0.33 0.21 0.46
Eepsites_App80BW 0.32 0.15 0.53
IRC_App80BW 0.3 0.47 0.23
Eepsites_App80BW 0.37 0.39 0.24
IRC_App80BW 0.24 0.4 0.36
IRC_App80BW 0.13 0.75 0.12
Eepsites_App80BW 0.53 0.21 0.26
IRC_App80BW 0.39 0.24 0.37
Eepsites_App80BW 0.11 0.34 0.55
Eepsites_App80BW 0.38 0.3 0.32
I2PSNARK_App80BW 0.31 0.37 0.32
IRC_App80BW 0.37 0.37 0.26
IRC_App80BW 0.43 0.45 0.12
Eepsites_App80BW 0.34 0.48 0.18
Eepsites_App80BW 0.35 0.18 0.47
IRC_App80BW 0.15 0.27 0.58
Eepsites_App80BW 0.41 0.3 0.29
Eepsites_App80BW 0.5 0.22 0.28
IRC_App80BW 0.01 0.9 0.09
IRC_App80BW 0.23 0.13 0.64
IRC_App80BW 0.32 0.27 0.41
Eepsites_App80BW 0.4 0.36 0.24
IRC_App80BW 0.38 0.36 0.26
Eepsites_App80BW 0.28 0.31 0.41
IRC_App80BW 0.3 0.28 0.42
I2PSNARK_App80BW 0.02 0.98 0.0
I2PSNARK_App80BW 0.46 0.27 0.27
IRC_App80BW 0.19 0.49 0.32
IRC_App80BW 0.12 0.48 0.4
I2PSNARK_App80BW 0.43 0.44 0.13
I2PSNARK_App80BW 0.23 0.47 0.3
IRC_App80BW 0.38 0.35 0.27
I2PSNARK_App80BW 0.47 0.28 0.25
I2PSNARK_App80BW 0.54 0.35 0.11
I2PSNARK_App80BW 0.35 0.33 0.32
Eepsites_App80BW 0.77 0.1 0.13
IRC_App80BW 0.39 0.49 0.12
I2PSNARK_App80BW 0.28 0.36 0.36
I2PSNARK_App80BW 0.44 0.41 0.15
IRC_App80BW 0.31 0.18 0.51
IRC_App80BW 0.46 0.31 0.23
I2PSNARK_App0BW 0.29 0.41 0.3
IRC_App80BW 0.31 0.21 0.48
I2PSNARK_App80BW 0.36 0.15 0.49
I2PSNARK_App80BW 0.16 0.75 0.09
I2PSNARK_App80BW 0.21 0.34 0.45
Eepsites_App80BW 0.34 0.21 0.45
I2PSNARK_App0BW 0.34 0.55 0.11
IRC_App80BW 0.22 0.38 0.4
Eepsites_App80BW 0.26 0.17 0.57
Eepsites_App80BW 0.39 0.17 0.44
I2PSNARK_App80BW 0.27 0.64 0.09
IRC_App80BW 0.36 0.27 0.37
IRC_App80BW 0.61 0.32 0.07
Eepsites_App80BW 0.36 0.3 0.34
Eepsites_App0BW 0.24 0.34 0.42
IRC_App80BW 0.42 0.32 0.26
I2PSNARK_App80BW 0.36 0.35 0.29
IRC_App80BW 0.18 0.41 0.41
Eepsites_App80BW 0.22 0.48 0.3
IRC_App80BW 0.34 0.42 0.24
I2PSNARK_App0BW 0.22 0.14 0.64
